iter	Passed	Remaining
166	9844	37314
167	9906	37266
168	9971	37229
169	10022	37140
170	10074	37056
171	10137	37012
172	10179	36893
173	10212	36740
174	10240	36573
175	10288	36477
176	10497	36948
177	10568	36931
178	10608	36803
179	10640	36649
180	10675	36508
181	10707	36356
182	10744	36226
183	10784	36105
184	10822	35977
185	10862	35856
186	10898	35726
187	10937	35603
188	10974	35477
189	11012	35357
190	11046	35221
191	11078	35081
192	11113	34952
193	11149	34828
194	11182	34695
195	11216	34565
196	11252	34444
197	11288	34321
198	11327	34211
199	11370	34111
200	11401	33976
201	11435	33853
202	11466	33720
203	11500	33598
204	11535	33480
205	11561	33338
206	11602	33237
207	11736	33403
208	11942	33770
209	12009	33741
210	12077	33712
211	12137	33665
212	12189	33593
213	12239	33516
214	12283	33422
215	12318	33306
216	12361	33211
217	12399	33101
218	12438	32998
219	12467	32870
220	12500	32750
221	12540	32651
222	12575	32539
223	12608	32422
224	12636	32293
225	12669	32177
226	12703	32065
227	12743	31970
228	12783	31874
229	12824	31782
230	12861	31679
231	12897	31576
232	12934	31476
233	12974	31382
234	13011	31282
235	13044	31174
236	13084	31083
237	13124	30991
238	13161	30894
239	13196	30792
240	13240	30712
241	13276	30613
242	13308	30505
243	13342	30403
244	13375	30300
245	13408	30195
246	13439	30088
247	13477	29998
248	13531	29943
249	13575	29867
250	13627	29805
251	13677	29742
252	13722	29669
253	13775	29611
254	13830	29559
255	13883	29501
256	13936	29446
257	13986	29383
258	14031	29308
259	14082	29249
260	14123	29167
261	14172	29103
262	14211	29017
263	14252	28936
264	14288	28847
265	14329	28766
266	14365	28676
267	14399	28584
268	14434	28493
269	14463	28390
270	14498	28302
271	14534	28214
272	14572	28130
273	14618	28063
274	14691	28047
275	14735	27975
276	14775	27897
277	14821	27829
278	14872	27772
279	14935	27736
280	14983	27674
281	15024	27597
282	15065	27523
283	15107	27449
284	15163	27400
285	15213	27341
286	15263	27282
287	15310	27218
288	15365	27169
289	15422	27122
290	15477	27071
291	15530	27019
292	15581	26961
293	15647	26930
294	15738	26941
295	15851	26991
296	15914	26952
297	15954	26875
298	15994	26799
299	16030	26717
300	16069	26640
301	16107	26561
302	16147	26486
303	16187	26411
304	16224	26332
305	16266	26260
306	16342	26244
307	16395	26189
308	16455	26148
309	16508	26094
310	16572	26057
311	16619	25994
312	16670	25937
313	16729	25893
314	16770	25821
315	16820	25763
316	16861	25690
317	16902	25619
318	16943	25548
319	17001	25502
320	17059	25455
321	17131	25430
322	17184	25377
323	17249	25341
324	17315	25307
325	17396	25294
326	17466	25265
327	17528	25224
328	17588	25179
329	17643	25128
330	17685	25058
331	17730	24993
332	17782	24938
333	17837	24886
334	17900	24846
335	17967	24812
336	18024	24763
337	18076	24708
338	18127	24650
339	18178	24594
340	18230	24538
341	18273	24471
342	18309	24395
343	18347	24321
344	18383	24244
345	18429	24181
346	18482	24127
347	18522	24057
348	18561	23985
349	18595	23908
350	18630	23832
351	18671	23764
352	18728	23715
353	18778	23658
354	18835	23610
355	18881	23549
356	18913	23470
357	18959	23408
358	19006	23348
359	19062	23298
360	19098	23224
361	19132	23149
362	19164	23071
363	19197	22995
364	19229	22917
365	19264	22843
366	19299	22769
367	19331	22693
368	19364	22618
369	19396	22541
370	19435	22474
371	19478	22410
372	19523	22350
373	19576	22297
374	19625	22242
375	19668	22179
376	19712	22117
377	19757	22057
378	19799	21993
379	19848	21937
380	19882	21866
381	19915	21792
382	19950	21722
383	19983	21648
384	20016	21576
385	20049	21503
386	20085	21435
387	20124	21369
388	20159	21299
389	20191	21227
390	20225	21156
391	20262	21090
392	20296	21019
393	20325	20944
394	20362	20878
395	20398	20810
396	20434	20743
397	20468	20673
398	20501	20604
399	20540	20540
400	20572	20470
401	20606	20401
402	20638	20331
403	20676	20266
404	20710	20198
405	20759	20146
406	20809	20093
407	20852	20034
408	20898	19978
409	20940	19918
410	20972	19850
411	21009	19785
412	21044	19719
413	21078	19652
414	21127	19599
415	21174	19546
416	21225	19494
417	21261	19430
418	21297	19366
419	21332	19301
420	21372	19240
421	21425	19191
422	21478	19142
423	21527	19090
424	21562	19025
425	21595	18959
426	21732	18984
427	21786	18936
428	21852	18898
429	21887	18833
430	21920	18766
431	21954	18701
432	21988	18636
433	22027	18576
434	22061	18511
435	22095	18446
436	22128	18381
437	22160	18315
438	22199	18255
439	22232	18190
440	22273	18131
441	22320	18078
442	22370	18027
443	22408	17966
444	22446	17906
445	22480	17843
446	22515	17780
447	22548	17716
448	22581	17653
449	22619	17592
450	22650	17527
451	22688	17467
452	22727	17409
453	22773	17356
454	22820	17303
455	22860	17245
456	22895	17184
457	22928	17121
458	22959	17056
459	22992	16994
460	23030	16935
461	23067	16876
462	23111	16822
463	23150	16764
464	23190	16707
465	23223	16645
466	23257	16584
467	23290	16522
468	23323	16460
469	23357	16399
470	23392	16340
471	23442	16290
472	23482	16234
473	23521	16177
474	23556	16117
475	23591	16058
476	23624	15997
477	23658	15937
478	23691	15877
479	23723	15815
480	23755	15754
481	23789	15694
482	23823	15635
483	23858	15577
484	23892	15517
485	23928	15460
486	23973	15408
487	24025	15360
488	24067	15306
489	24107	15251
490	24153	15200
491	24192	15144
492	24236	15092
493	24276	15037
494	24314	14981
495	24355	14927
496	24401	14876
497	24444	14823
498	24476	14764
499	24508	14704
500	24546	14649
501	24578	14590
502	24610	14531
503	24652	14478
504	24700	14428
505	24740	14374
506	24776	14318
507	24808	14259
508	24843	14203
509	24878	14146
510	24912	14089
511	24950	14034
512	24998	13985
513	25055	13941
514	25106	13893
515	25156	13845
516	25194	13791
517	25228	13734
518	25274	13684
519	25326	13637
520	25378	13590
521	25417	13536
522	25457	13483
523	25492	13427
524	25533	13374
525	25576	13322
526	25615	13269
527	25657	13217
528	25709	13170
529	25754	13120
530	25802	13071
531	25846	13020
532	25887	12968
533	25922	12912
534	25956	12857
535	25993	12802
536	26031	12748
537	26066	12693
538	26099	12638
539	26132	12582
540	26164	12526
541	26198	12471
542	26233	12416
543	26266	12360
544	26299	12305
545	26334	12250
546	26367	12195
547	26401	12140
548	26436	12086
549	26470	12031
550	26502	11976
551	26539	11923
552	26583	11873
553	26629	11824
554	26670	11773
555	26715	11724
556	26766	11677
557	26808	11626
558	26858	11579
559	26930	11541
560	26968	11489
561	27008	11437
562	27040	11383
563	27078	11330
564	27112	11276
565	27144	11222
566	27178	11168
567	27211	11114
568	27248	11062
569	27292	11012
570	27329	10960
571	27370	10909
572	27406	10857
573	27441	10804
574	27473	10750
575	27506	10696
576	27538	10643
577	27571	10589
578	27606	10537
579	27638	10483
580	27677	10432
581	27717	10382
582	27749	10328
583	27781	10275
584	27814	10222
585	27851	10170
586	27884	10118
587	27918	10065
588	27950	10012
589	27986	9961
590	28021	9909
591	28054	9857
592	28090	9805
593	28124	9753
594	28158	9701
595	28193	9650
596	28233	9600
597	28272	9550
598	28313	9500
599	28353	9451
600	28395	9402
601	28443	9355
602	28485	9306
603	28544	9262
604	28586	9213
605	28635	9167
606	28682	9119
607	28723	9070
608	28769	9023
609	28814	8975
610	28869	8930
611	28917	8883
612	28958	8833
613	28996	8784
614	29033	8733
615	29073	8684
616	29109	8633
617	29145	8583
618	29180	8532
619	29214	8481
620	29256	8433
621	29293	8383
622	29345	8337
623	29393	8290
624	29442	8244
625	29498	8199
626	29542	8151
627	29589	8104
628	29637	8057
629	29676	8007
630	29713	7958
631	29759	7910
632	29804	7863
633	29851	7816
634	29891	7767
635	29935	7719
636	29969	7668
637	30005	7619
638	30047	7570
639	30089	7522
640	30124	7472
641	30164	7423
642	30213	7377
643	30253	7328
644	30290	7279
645	30335	7231
646	30373	7182
647	30415	7134
648	30457	7086
649	30492	7036
650	30526	6986
651	30563	6937
652	30602	6888
653	30647	6841
654	30863	6832
655	31222	6853
656	31322	6817
657	31361	6767
658	31490	6737
659	31592	6701
660	31777	6682
661	31925	6655
662	32119	6636
663	32206	6596
664	32244	6545
665	32280	6494
666	32316	6443
667	32350	6392
668	32392	6342
669	32517	6309
670	32594	6266
671	32669	6222
672	32895	6207
673	33052	6178
674	33216	6151
675	33272	6103
676	33316	6052
677	33370	6004
678	33412	5954
679	33451	5903
680	33507	5855
681	33561	5806
682	33620	5759
683	33684	5712
684	33745	5665
685	33807	5618
686	33869	5570
687	33952	5527
688	34006	5478
689	34042	5427
690	34083	5376
691	34121	5325
692	34161	5274
693	34315	5241
694	34423	5200
695	34475	5151
696	34518	5100
697	34555	5049
698	34587	4997
699	34624	4946
700	34666	4895
701	34702	4844
702	34742	4793
703	34776	4742
704	34810	4690
705	34844	4639
706	34885	4588
707	35000	4548
708	35044	4498
709	35098	4449
710	35272	4415
711	35432	4379
712	35517	4333
713	35567	4284
714	35609	4233
715	35649	4182
716	35746	4138
717	35838	4092
718	35933	4048
719	35985	3998
720	36038	3948
721	36087	3898
722	36129	3847
723	36162	3796
724	36198	3744
725	36233	3693
726	36278	3642
727	36317	3591
728	36368	3542
729	36410	3491
730	36452	3440
731	36495	3390
732	36539	3339
733	36579	3289
734	36619	3238
735	36662	3188
736	36700	3137
737	36744	3086
738	36783	3036
739	36820	2985
740	36864	2935
741	36906	2884
742	36942	2834
743	36977	2783
744	37012	2732
745	37052	2682
746	37087	2631
747	37124	2580
748	37162	2530
749	37208	2480
750	37293	2433
751	37389	2386
752	37461	2338
753	37658	2297
754	37754	2250
755	37821	2201
756	37889	2152
757	37941	2102
758	38000	2052
759	38057	2003
760	38106	1952
761	38155	1902
762	38203	1852
763	38253	1802
764	38304	1752
765	38350	1702
766	38390	1651
767	38430	1601
768	38466	1550
769	38502	1500
770	38538	1449
771	38573	1399
772	38615	1348
773	38656	1298
774	38703	1248
775	38744	1198
776	38779	1147
777	38812	1097
778	38847	1047
779	38882	996
780	38925	946
781	38960	896
782	39009	846
783	39079	797
784	39130	747
785	39195	698
786	39303	649
787	39378	599
788	39472	550
789	39557	500
790	39617	450
791	39652	400
792	39684	350
793	39722	300
794	39758	250
795	39798	199
796	39833	149
797	39869	99
798	39918	49
799	39972	0
