iter	RMSE
0	2960.791689
1	2882.305925
2	2806.761964
3	2733.529324
4	2662.763823
5	2594.58616
6	2528.68334
7	2464.912796
8	2403.037895
9	2343.695134
10	2286.018699
11	2230.237895
12	2176.4286
13	2124.514189
14	2074.61752
15	2026.471053
16	1979.984881
17	1935.203876
18	1892.156831
19	1850.790939
20	1810.763361
21	1771.764777
22	1734.737953
23	1698.73369
24	1664.253612
25	1631.020453
26	1599.228736
27	1568.513709
28	1539.511772
29	1510.642619
30	1483.469321
31	1456.924724
32	1432.042065
33	1407.592976
34	1384.523594
35	1362.510625
36	1341.041248
37	1320.782406
38	1300.944371
39	1282.432715
40	1264.940905
41	1247.680073
42	1231.194469
43	1215.377346
44	1200.59483
45	1186.340191
46	1172.780462
47	1159.325598
48	1147.017781
49	1134.881422
50	1123.305175
51	1112.483563
52	1102.154107
53	1092.191206
54	1082.855546
55	1073.991976
56	1065.252526
57	1057.110274
58	1049.158036
59	1041.684666
60	1034.696368
61	1027.995404
62	1021.450944
63	1015.610519
64	1009.937577
65	1004.481997
66	999.1430878
67	994.3146665
68	989.1831013
69	984.5116168
70	980.3174843
71	976.0995952
72	972.1163528
73	968.4733108
74	965.0006322
75	961.5662258
76	958.1105997
77	954.9538461
78	951.8676963
79	949.1633845
80	946.3995917
81	943.842627
82	941.2499602
83	938.9303994
84	936.5215052
85	934.2210654
86	932.0176337
87	929.9467407
88	928.0098875
89	926.2758687
90	924.445725
91	922.8385131
92	921.2254854
93	919.5179999
94	917.8076017
95	916.336081
96	914.9382189
97	913.5734934
98	912.3627587
99	911.0806282
100	909.855791
101	908.5856437
102	907.4987555
103	906.3766004
104	905.385539
105	904.391523
106	903.4400949
107	902.6324613
108	901.7770463
109	900.8576187
110	900.0240062
111	899.1444484
112	898.2960538
113	897.4773175
114	896.7340436
115	896.0876457
116	895.3391553
117	894.6784933
118	894.0168961
119	893.3103887
120	892.5976856
121	891.9395861
122	891.3527782
123	890.7978261
124	890.2465889
125	889.782298
126	889.3000315
127	888.8163363
128	888.3378502
129	887.7539364
130	887.111698
131	886.7382628
132	886.3436261
133	885.8327889
134	885.4396682
135	885.056092
136	884.5182045
137	884.0736113
138	883.6101835
139	883.1752499
140	882.7779013
141	882.4429472
142	882.0751669
143	881.6208514
144	881.2292722
145	880.8475696
146	880.5409729
147	880.1428214
148	879.8328979
149	879.5159889
150	879.2673739
151	878.9288766
152	878.5635691
153	878.2187212
154	877.9284987
155	877.6900401
156	877.2759156
157	877.0873213
158	876.737263
159	876.3931227
160	876.1862851
161	875.8461294
162	875.5398472
163	875.3223198
164	875.0294895
165	874.7583909
166	874.4955415
167	874.1527258
168	873.8739497
169	873.6511166
170	873.3641592
171	873.1822934
172	872.8361221
173	872.6290044
174	872.3620738
175	872.1569057
176	871.8077097
177	871.5930625
178	871.4661226
179	871.241669
180	871.0351369
181	870.7806078
182	870.5849746
183	870.4191123
