iter	RMSE
560	834.5663542
561	834.5225251
562	834.4550165
563	834.4397848
564	834.3675137
565	834.3053971
566	834.2527969
567	834.1659414
568	834.094648
569	834.0012802
570	833.9533579
571	833.9090378
572	833.8553035
573	833.8254887
574	833.7500645
575	833.7093228
576	833.6207575
577	833.5142085
578	833.4486163
579	833.3681553
580	833.292167
581	833.2746651
582	833.206219
583	833.1839798
584	833.1181746
585	833.0511532
586	833.0261524
587	832.9486504
588	832.889136
589	832.877639
590	832.8112063
591	832.7442547
592	832.6678639
593	832.5801371
594	832.48878
595	832.4262533
596	832.3946778
597	832.3487539
598	832.3105958
599	832.2993099
600	832.2206203
601	832.1951565
602	832.1342092
603	832.0622291
604	831.9965176
605	831.9566402
606	831.8469008
607	831.7935257
608	831.7565525
609	831.7001556
610	831.6504809
611	831.5785235
612	831.5328796
613	831.4897784
614	831.443387
615	831.3745679
616	831.3363218
617	831.2701093
618	831.1957194
619	831.1716118
620	831.1052899
621	831.039917
622	830.9873873
623	830.9106061
624	830.8358174
625	830.7699103
626	830.702569
627	830.6537975
628	830.5802106
629	830.5286747
630	830.4654427
631	830.4100433
632	830.3433093
633	830.2518349
634	830.1775704
635	830.1087291
636	830.0507931
637	829.9970939
638	829.9839893
639	829.9193809
640	829.8657874
641	829.7897336
642	829.7383709
643	829.7025941
644	829.6220364
645	829.5910746
646	829.5158571
647	829.4681699
648	829.3548181
649	829.2986861
650	829.2420161
651	829.1928634
652	829.1214453
653	829.0389272
654	828.9564237
655	828.9126989
656	828.8929357
657	828.8477234
658	828.7644028
659	828.718216
660	828.682043
661	828.6527906
662	828.5903497
663	828.5292973
664	828.5014738
665	828.459336
666	828.4057935
667	828.3506075
668	828.2774236
669	828.2089481
670	828.137509
671	828.0962367
672	828.0337219
673	827.9852107
674	827.9484425
675	827.9086652
676	827.8765318
677	827.814439
678	827.7579526
679	827.699849
680	827.647934
681	827.5877785
682	827.5211748
683	827.498518
684	827.4788401
685	827.3957745
686	827.3354015
687	827.2801482
688	827.2273231
689	827.1731158
690	827.1076064
691	827.0761193
692	827.0242659
693	826.9943558
694	826.9525395
695	826.9156403
696	826.8950753
697	826.8237393
698	826.7312557
699	826.6692606
700	826.6198336
701	826.5461305
702	826.4632203
703	826.3985424
704	826.3850697
705	826.3535382
706	826.2743141
707	826.2476605
708	826.2075133
709	826.1803629
710	826.1355707
711	826.050495
712	826.0041804
713	825.9573442
714	825.9022949
715	825.8498465
716	825.8139049
717	825.7606079
718	825.7361484
719	825.6623933
720	825.6079573
721	825.5415565
722	825.4822098
723	825.4301412
724	825.401181
725	825.3620558
726	825.3025912
727	825.2411652
728	825.1729403
729	825.1499047
730	825.1036769
731	825.0484554
732	824.9868229
733	824.919512
734	824.8773676
735	824.7920088
736	824.7260745
737	824.6853068
738	824.6135844
739	824.5648904
740	824.48795
741	824.4358003
742	824.3973786
743	824.3740994
744	824.3410263
745	824.2908641
746	824.2311941
747	824.1866672
748	824.1011287
749	824.0555993
750	824.0190638
751	823.9897886
752	823.9337983
753	823.9053965
754	823.8462103
755	823.8023688
756	823.7386446
757	823.6492976
758	823.60799
759	823.5784934
760	823.5137486
761	823.4862351
762	823.4452913
763	823.3971258
764	823.358898
765	823.308092
766	823.2578137
767	823.2220801
768	823.1885355
769	823.1155626
770	823.078524
771	823.0243774
772	822.9486974
773	822.9125563
774	822.8804503
775	822.8194256
776	822.7424892
777	822.651289
778	822.5951474
779	822.5640296
780	822.5422712
781	822.4686625
782	822.4207225
783	822.3888328
784	822.3166007
785	822.2551784
786	822.2077876
787	822.1761435
788	822.1190844
789	822.0531216
790	822.004916
791	821.9406807
792	821.8895747
793	821.8511969
794	821.804157
795	821.7448845
796	821.7127545
797	821.6662559
798	821.5940684
799	821.5367463
