iter	Passed	Remaining
310	12578	19778
311	12615	19731
312	12663	19703
313	12709	19670
314	12759	19645
315	12794	19596
316	12831	19551
317	12867	19502
318	12911	19467
319	12961	19442
320	13006	19408
321	13042	19361
322	13076	19311
323	13109	19259
324	13141	19207
325	13175	19156
326	13208	19106
327	13252	19069
328	13297	19036
329	13353	19018
330	13393	18977
331	13429	18930
332	13474	18896
333	13514	18856
334	13658	18958
335	13730	18960
336	13789	18944
337	13837	18913
338	13887	18885
339	13929	18845
340	13965	18797
341	13999	18747
342	14032	18696
343	14066	18645
344	14100	18596
345	14133	18545
346	14166	18494
347	14202	18446
348	14237	18398
349	14271	18349
350	14304	18298
351	14339	18250
352	14374	18201
353	14407	18152
354	14440	18101
355	14473	18050
356	14507	18002
357	14543	17955
358	14577	17907
359	14612	17859
360	14646	17810
361	14680	17762
362	14713	17713
363	14747	17664
364	14783	17619
365	14817	17570
366	14851	17522
367	14884	17473
368	14918	17425
369	14950	17375
370	14984	17327
371	15021	17283
372	15056	17236
373	15093	17192
374	15132	17150
375	15168	17104
376	15207	17063
377	15244	17019
378	15281	16974
379	15316	16928
380	15351	16882
381	15388	16838
382	15421	16790
383	15454	16742
384	15489	16696
385	15523	16649
386	15555	16600
387	15590	16554
388	15625	16508
389	15661	16464
390	15697	16420
391	15740	16382
392	15783	16345
393	15820	16302
394	15854	16256
395	15888	16209
396	15923	16164
397	15959	16119
398	15994	16074
399	16029	16029
400	16065	15985
401	16098	15938
402	16133	15893
403	16166	15845
404	16200	15800
405	16237	15757
406	16282	15722
407	16322	15682
408	16358	15638
409	16399	15599
410	16438	15558
411	16478	15518
412	16517	15477
413	16554	15434
414	16597	15397
415	16636	15356
416	16675	15316
417	16712	15273
418	16748	15229
419	16785	15186
420	16820	15142
421	16856	15099
422	16894	15056
423	16930	15013
424	16964	14968
425	16998	14923
426	17033	14879
427	17072	14838
428	17109	14796
429	17150	14756
430	17193	14720
431	17234	14680
432	17273	14640
433	17311	14598
434	17354	14562
435	17392	14519
436	17427	14476
437	17465	14434
438	17512	14401
439	17558	14366
440	17606	14333
441	17665	14308
442	17709	14271
443	17757	14237
444	17803	14202
445	17840	14160
446	17874	14115
447	17911	14073
448	17947	14030
449	17984	13988
450	18019	13944
451	18057	13902
452	18093	13860
453	18134	13820
454	18170	13777
455	18207	13735
456	18245	13694
457	18282	13651
458	18317	13608
459	18355	13566
460	18390	13523
461	18425	13480
462	18466	13440
463	18502	13398
464	18541	13357
465	18578	13315
466	18612	13272
467	18649	13229
468	18685	13187
469	18719	13143
470	18756	13101
471	18790	13058
472	18824	13013
473	18860	12971
474	18892	12926
475	18925	12881
476	18961	12839
477	18998	12798
478	19041	12760
479	19084	12722
480	19129	12686
481	19178	12652
482	19216	12612
483	19250	12568
484	19286	12526
485	19318	12481
486	19351	12437
487	19388	12395
488	19422	12352
489	19456	12309
490	19489	12265
491	19524	12222
492	19556	12178
493	19595	12137
494	19631	12096
495	19680	12062
496	19725	12025
497	19763	11985
498	19802	11944
499	19838	11902
500	19874	11860
501	19912	11820
502	19955	11782
503	20004	11748
504	20050	11712
505	20099	11678
506	20142	11640
507	20183	11601
508	20218	11559
509	20260	11520
510	20311	11487
511	20366	11456
512	20475	11454
513	20537	11427
514	20584	11391
515	20637	11358
516	20689	11325
517	20727	11283
518	20765	11242
519	20805	11202
520	20857	11169
521	20900	11130
522	20935	11088
523	20969	11044
524	21001	11000
525	21035	10957
526	21074	10917
527	21120	10880
528	21159	10839
529	21197	10798
530	21230	10755
531	21263	10711
532	21297	10668
533	21335	10627
534	21381	10591
535	21424	10552
536	21471	10516
537	21512	10476
538	21548	10434
539	21583	10391
540	21627	10354
541	21675	10317
542	21713	10276
543	21751	10235
544	21784	10192
545	21819	10150
546	21857	10109
547	21893	10068
548	21928	10025
549	21966	9984
550	22011	9947
551	22056	9909
552	22103	9872
553	22152	9836
554	22186	9793
555	22221	9751
556	22264	9713
557	22310	9675
558	22348	9634
559	22381	9592
560	22415	9549
561	22450	9507
562	22489	9467
563	22528	9426
564	22564	9385
565	22597	9342
566	22633	9300
567	22672	9260
568	22719	9223
569	22757	9182
570	22792	9140
571	22825	9098
572	22858	9055
573	22892	9013
574	22924	8970
575	22964	8930
576	23008	8892
577	23051	8853
578	23097	8816
579	23143	8778
580	23185	8739
581	23228	8700
582	23267	8660
583	23306	8620
584	23345	8580
585	23386	8540
586	23426	8500
587	23466	8460
588	23510	8422
589	23557	8384
590	23598	8345
591	23635	8304
592	23673	8263
593	23711	8223
594	23748	8182
595	23781	8140
596	23819	8099
597	23865	8061
598	23916	8025
599	23959	7986
600	23994	7945
601	24032	7904
602	24067	7862
603	24103	7821
604	24140	7780
605	24176	7739
606	24216	7699
607	24250	7658
608	24287	7617
609	24323	7576
610	24360	7535
611	24399	7495
612	24434	7453
613	24470	7412
614	24506	7371
615	24541	7330
616	24577	7289
617	24617	7249
618	24652	7208
619	24688	7167
620	24730	7128
621	24765	7087
622	24799	7045
623	24833	7004
624	24880	6966
625	24915	6925
626	24950	6884
627	24982	6842
628	25017	6801
629	25062	6762
630	25096	6721
631	25131	6680
632	25166	6639
633	25205	6599
634	25242	6558
635	25282	6519
636	25318	6478
637	25356	6438
638	25390	6397
639	25425	6356
640	25460	6315
641	25496	6274
642	25531	6234
643	25574	6194
644	25614	6155
645	25647	6114
646	25683	6073
647	25720	6033
648	25764	5994
649	25798	5953
650	25833	5912
651	25870	5872
652	25904	5831
653	25938	5790
654	25971	5749
655	26007	5708
656	26042	5668
657	26075	5627
658	26108	5586
659	26142	5545
660	26176	5504
661	26211	5463
662	26257	5425
663	26291	5385
664	26325	5344
665	26358	5303
666	26393	5262
667	26430	5222
668	26466	5182
669	26503	5142
670	26539	5102
671	26578	5062
672	26614	5022
673	26665	4984
674	26704	4945
675	26743	4905
676	26792	4867
677	26831	4828
678	26871	4788
679	26909	4748
680	26946	4708
681	26990	4669
682	27038	4631
683	27085	4593
684	27122	4553
685	27157	4513
686	27193	4472
687	27230	4432
688	27278	4394
689	27316	4354
690	27353	4314
691	27390	4274
692	27425	4234
693	27461	4194
694	27497	4154
695	27533	4114
696	27580	4075
697	27619	4036
698	27653	3995
699	27689	3955
700	27726	3915
701	27764	3875
702	27798	3835
703	27902	3804
704	27986	3771
705	28023	3731
706	28060	3691
707	28107	3652
708	28144	3612
709	28181	3572
710	28216	3532
711	28253	3491
712	28300	3453
713	28335	3412
714	28372	3372
715	28409	3332
716	28449	3293
717	28494	3254
718	28531	3214
719	28575	3175
720	28620	3136
721	28666	3096
722	28716	3058
723	28756	3018
724	28794	2978
725	28843	2940
726	28881	2900
727	28930	2861
728	28965	2821
729	29002	2781
730	29035	2740
731	29085	2701
732	29120	2661
733	29157	2621
734	29191	2581
735	29226	2541
736	29262	2501
737	29298	2461
738	29334	2421
739	29369	2381
740	29403	2341
741	29438	2301
742	29473	2261
743	29513	2221
744	29554	2181
745	29589	2141
746	29625	2101
747	29662	2062
748	29697	2022
749	29732	1982
750	29773	1942
751	29813	1902
752	29859	1863
753	29909	1824
754	29947	1784
755	29984	1745
756	30030	1705
757	30068	1666
758	30107	1626
759	30151	1586
760	30187	1547
761	30223	1507
762	30267	1467
763	30312	1428
764	30349	1388
765	30388	1348
766	30424	1308
767	30460	1269
768	30498	1229
769	30534	1189
770	30571	1149
771	30608	1110
772	30650	1070
773	30685	1030
774	30726	991
775	30772	951
776	30829	912
777	30872	872
778	30914	833
779	30954	793
780	30997	754
781	31036	714
782	31075	674
783	31115	635
784	31161	595
785	31202	555
786	31245	516
787	31296	476
788	31344	436
789	31385	397
790	31432	357
791	31480	317
792	31527	278
793	31593	238
794	31659	199
795	31709	159
796	31750	119
797	31789	79
798	31826	39
799	31868	0
