iter	RMSE
144	883.5523176
145	883.2059185
146	882.8788042
147	882.4419852
148	882.0864222
149	881.7765361
150	881.4173961
151	881.0862142
152	880.7841374
153	880.5361725
154	880.2642526
155	880.0162545
156	879.7158138
157	879.3776507
158	879.1142421
159	878.9306188
160	878.609964
161	878.3042648
162	878.054956
163	877.7667894
164	877.3745618
165	877.1137518
166	876.7942543
167	876.5326414
168	876.2423345
169	875.9606715
170	875.7197462
171	875.3839489
172	875.1944525
173	874.9909679
174	874.6448328
175	874.424224
176	874.1675717
177	873.8415659
178	873.6051658
179	873.4057497
180	873.2406769
181	872.9547868
182	872.7297982
183	872.4988885
184	872.2810398
185	872.0669776
186	871.8391876
187	871.6980537
188	871.4987397
189	871.318466
190	871.15106
191	870.9618706
192	870.7271923
193	870.5439087
194	870.3795772
195	870.2118777
196	870.0570424
197	869.8826537
198	869.7445292
199	869.5279982
200	869.3589006
201	869.1812628
202	868.9481938
203	868.7216126
204	868.5391642
205	868.3261473
206	868.1914789
207	868.067464
208	867.9261504
209	867.8049393
210	867.5719512
211	867.4173987
212	867.25457
213	867.0641926
214	866.8946672
215	866.7629598
216	866.6219911
217	866.4917461
218	866.3340979
219	866.1767842
220	866.0594307
221	865.8724542
222	865.720771
223	865.5859117
224	865.4839773
225	865.3547788
226	865.2008176
227	865.0550611
228	864.8284617
229	864.7150546
230	864.5122778
231	864.3394191
232	864.2203536
233	864.0233696
234	863.8622601
235	863.729616
236	863.5208587
237	863.4571513
238	863.3509979
239	863.1745159
240	863.0289745
241	862.8692124
242	862.7133099
243	862.600084
244	862.4766375
245	862.3195286
246	862.2390892
247	862.1676325
248	862.0710939
249	861.9276656
250	861.7428417
251	861.6249059
252	861.4670606
253	861.3773438
254	861.3022178
255	861.1361862
256	861.004601
257	860.899064
258	860.7711899
259	860.6077875
260	860.4493637
261	860.2968708
262	860.172855
263	860.0431781
264	859.9005312
265	859.7355832
266	859.6368349
267	859.567362
268	859.3922253
269	859.3192778
270	859.1813075
271	859.1078107
272	858.9940726
273	858.8607018
274	858.7574185
275	858.6563027
276	858.5793672
277	858.4247678
278	858.3274753
279	858.2546347
280	858.1364179
281	857.9968465
282	857.9157486
283	857.8148682
284	857.6743487
285	857.5653833
286	857.4164573
287	857.3118773
288	857.1895592
289	857.102235
290	856.9825191
291	856.8773303
292	856.7463236
293	856.6954231
294	856.5982562
295	856.4603368
296	856.3490117
297	856.2411457
298	856.1245721
299	856.0229268
300	855.9252728
301	855.8066514
302	855.7612841
303	855.6971068
304	855.5735535
305	855.4998685
306	855.382214
307	855.3216904
308	855.2244759
309	855.1357528
310	855.0729805
311	854.9822746
312	854.8826605
313	854.8113057
314	854.6684758
315	854.5872005
316	854.4857974
317	854.3839753
318	854.29842
319	854.1557897
320	854.0575628
321	853.9521294
322	853.8731719
323	853.7817625
324	853.7408768
325	853.6852247
326	853.57238
327	853.4764192
328	853.4102305
329	853.2851635
330	853.2417772
331	853.1358817
332	853.0794729
333	852.9762368
334	852.8802099
335	852.7875627
336	852.7283382
337	852.6204843
338	852.5194089
339	852.4381054
340	852.3652005
341	852.2497678
342	852.1800849
343	852.1222387
344	852.00481
345	851.9072753
346	851.8163677
347	851.7046095
348	851.590817
349	851.5225522
350	851.4573356
351	851.4021283
352	851.2555579
353	851.1811158
354	851.0981747
355	851.0232919
356	850.9317665
357	850.8779723
358	850.8372759
359	850.7446704
360	850.6612507
361	850.5708198
362	850.479255
363	850.3717362
364	850.2383118
365	850.0968909
366	849.9885919
367	849.914549
368	849.768242
369	849.6576063
370	849.5702366
371	849.4641644
372	849.3883506
373	849.2834602
374	849.1783102
375	849.088938
376	849.0197564
377	848.8980188
378	848.8251385
379	848.7364996
380	848.6498377
381	848.549401
382	848.4556025
383	848.3746014
384	848.2815973
385	848.2182983
386	848.1696671
387	848.0452315
388	847.9643229
389	847.8859839
390	847.8132074
391	847.7482194
392	847.6411924
393	847.5752677
394	847.4914771
395	847.3648809
396	847.3006918
397	847.2290715
398	847.1252319
399	847.0168123
400	846.9385864
401	846.8043787
402	846.7637848
403	846.6833529
404	846.6169166
405	846.5201951
406	846.4634543
407	846.4002128
408	846.33669
409	846.2704484
410	846.2057481
411	846.1755833
412	846.0657458
413	845.9634267
414	845.9165787
415	845.8143947
416	845.7719265
417	845.6778738
418	845.637768
419	845.557772
420	845.4485065
421	845.3443681
422	845.2288687
423	845.1153494
424	845.0493292
425	844.9874359
426	844.9420952
427	844.8364308
428	844.7594091
429	844.7047512
430	844.6101762
431	844.5694798
432	844.4949307
433	844.3985807
434	844.3092298
435	844.2271806
436	844.1644017
437	844.0730637
438	844.0249039
439	843.9537739
440	843.88172
441	843.7918198
442	843.711035
443	843.6153747
444	843.5453741
445	843.4838046
446	843.4330737
447	843.3910068
448	843.3060692
449	843.2754901
450	843.2444646
451	843.2130225
452	843.1350863
453	843.0364127
454	842.995056
455	842.9670282
456	842.8895647
457	842.8022939
458	842.7344686
459	842.667604
460	842.5903278
461	842.4943037
462	842.4266432
463	842.3078636
464	842.214655
465	842.1266313
466	842.063715
467	842.0063478
468	841.9762389
469	841.9333706
470	841.8806917
471	841.8059299
472	841.7051792
473	841.6151535
474	841.5362851
475	841.4627313
476	841.4317227
477	841.3627227
478	841.2679515
479	841.2141099
480	841.1893609
481	841.0861852
482	840.956883
483	840.8870148
484	840.8104819
485	840.7610529
486	840.7301988
487	840.6487996
488	840.5590271
489	840.4812515
490	840.3909722
491	840.3179164
492	840.2342102
493	840.207595
494	840.1369414
495	840.059327
496	840.0063426
497	839.9863769
498	839.915379
499	839.8064404
500	839.7304747
501	839.6668693
502	839.6205036
503	839.5346272
504	839.4580597
505	839.4006777
506	839.3179681
507	839.2288543
508	839.1922266
509	839.0992496
510	839.0350069
511	838.9270631
512	838.8854943
513	838.8349407
514	838.7534151
515	838.6554153
516	838.5851095
517	838.5488028
518	838.4849645
519	838.4185385
520	838.3419988
521	838.2970389
522	838.2446719
523	838.1767309
524	838.1317557
525	838.0514333
526	837.9869598
527	837.9621939
528	837.8974512
529	837.7833071
530	837.7410194
531	837.6890827
532	837.6193609
533	837.5694416
534	837.5224082
535	837.4482336
536	837.3805367
537	837.3160586
538	837.272652
539	837.2385353
540	837.1750442
541	837.0715414
542	837.0027857
543	836.9227436
544	836.879819
545	836.8361724
546	836.7374201
547	836.7182837
548	836.6516217
549	836.556792
550	836.4977444
551	836.415479
552	836.3812054
553	836.3362247
554	836.2896392
555	836.2516248
556	836.2175848
557	836.177463
558	836.1039124
559	836.0716551
560	836.021214
561	836.0001622
562	835.9455269
563	835.9079091
564	835.8451132
565	835.7753515
566	835.7470201
567	835.6680393
568	835.6263806
569	835.595011
570	835.5513737
571	835.5028998
572	835.4512866
573	835.3823044
574	835.2914786
575	835.2387027
576	835.134863
577	835.0839388
578	835.0557078
579	835.0088009
580	834.9282702
581	834.8569472
582	834.7801812
583	834.759953
584	834.6826702
585	834.6079388
586	834.5255176
587	834.4923567
588	834.4337156
589	834.3570017
590	834.2970007
591	834.2335003
592	834.2040651
593	834.1069732
594	834.0310496
595	833.9687752
596	833.886044
597	833.8247805
598	833.7487662
599	833.7048292
600	833.6670292
601	833.571082
602	833.4971143
603	833.4167242
604	833.3395631
605	833.2786964
606	833.2170389
607	833.1835075
608	833.1071544
609	833.0428121
610	832.955937
611	832.9029539
612	832.8148162
613	832.7221102
614	832.6948425
615	832.6114623
616	832.5565747
617	832.5174304
618	832.4437594
619	832.3558094
620	832.3170378
621	832.2517069
622	832.1972659
623	832.134575
624	832.109324
625	832.0362605
626	831.9901085
627	831.9128897
628	831.8672952
629	831.8076151
630	831.7653697
631	831.7087665
632	831.652696
633	831.6110573
634	831.5128909
635	831.4516854
636	831.3946298
637	831.3692521
638	831.295942
639	831.2712448
640	831.2317518
641	831.1752256
642	831.1208625
643	831.0931737
644	831.0136724
645	830.9775363
646	830.9017284
647	830.8327944
648	830.7760778
649	830.7221325
650	830.6747183
651	830.6141407
652	830.575038
653	830.4946245
654	830.4646252
655	830.4319296
656	830.3571212
657	830.301485
658	830.2546747
659	830.2288715
660	830.1712535
661	830.1130898
662	830.0259676
663	829.9841648
664	829.8880124
665	829.8186821
666	829.7748055
667	829.7026734
668	829.5926369
669	829.5304837
670	829.4870013
671	829.4324374
672	829.4021954
673	829.3677248
674	829.2826161
675	829.2439762
676	829.1759588
677	829.1330954
678	829.0485706
679	829.0007609
680	828.9711265
681	828.9262659
682	828.8583258
683	828.8133047
684	828.7406625
685	828.6879045
686	828.6422908
687	828.5918486
688	828.555276
689	828.4852496
690	828.4247642
691	828.3759341
692	828.3484998
693	828.3248952
694	828.2503239
695	828.2303226
696	828.1781809
697	828.1568652
698	828.1149228
699	828.0480223
700	827.9702271
701	827.9156969
702	827.8630471
703	827.8143658
704	827.761811
705	827.7343258
706	827.6528125
707	827.5827761
708	827.5503629
709	827.5040885
710	827.4808852
711	827.427322
712	827.403188
713	827.3370471
714	827.2716065
715	827.19316
716	827.1157018
717	827.098145
718	827.0247204
719	826.981306
720	826.9404059
721	826.8816085
722	826.8285114
723	826.778263
724	826.760708
725	826.7282594
726	826.6637992
727	826.5871323
728	826.5210567
729	826.4573773
730	826.4320703
731	826.3807889
732	826.3530733
733	826.2807372
734	826.2552966
735	826.2117251
736	826.1341528
737	826.0955441
738	826.0766581
739	826.0154823
740	825.9627882
741	825.9136893
742	825.878238
743	825.8202677
744	825.7759033
745	825.7011043
746	825.6323915
747	825.5529109
748	825.5099884
749	825.4539333
750	825.4004819
751	825.3384527
752	825.2789914
753	825.2296097
754	825.1585885
755	825.1105022
756	825.0681014
757	825.0052328
758	824.9306443
759	824.8873206
760	824.7966617
761	824.7722743
762	824.7023826
763	824.6302857
764	824.5653215
765	824.5201056
766	824.4471868
767	824.4073827
768	824.3496904
769	824.3046506
770	824.2807185
771	824.1975064
772	824.1404369
773	824.0783572
774	824.0140147
775	823.9704999
776	823.9212674
777	823.827647
778	823.7702957
779	823.7031408
780	823.6103036
781	823.5688785
782	823.533992
783	823.4688911
784	823.4219898
785	823.3882059
786	823.342183
787	823.2884672
788	823.2281462
789	823.205876
790	823.1893178
791	823.1707265
792	823.1335174
793	823.0826907
794	823.0329797
795	822.9726676
796	822.9556483
797	822.93289
798	822.8914775
799	822.8394889
